Epoch,Train Loss,Val Loss,Test Loss,Train Dice,Val Dice,Test Dice,Train NSD,Val NSD,Test NSD
1,0.520474896847623,0.4918591540593367,0.5078069567680359,0.0519229119169053,0.055919419735980316,1.1732957660992582e-10,0.1302844703500385,0.07428170955524994,0.0
